word1,word2,similarity_type,relation
kicked,move,indirect,entailment
book,text,indirect,meronym
indonesian,indonesia,indirect,holonym
ms,confederacy,indirect,holonym
fijian,fiji,indirect,holonym
lues,chancre,indirect,meronym
uk,wale,indirect,meronym
bandeau,strap,indirect,meronym
tb,gigabit,indirect,meronym
muskellunge,muskellunge,indirect,meronym
utah,green,indirect,meronym
poland,oder,indirect,meronym
leg,shank,indirect,meronym
motorcar,grille,indirect,meronym
africa,libya,indirect,meronym
computer,keyboard,indirect,meronym
texas,tyler,indirect,meronym
cathay,amur,indirect,meronym
animal,head,indirect,meronym
contending,disagree,indirect,entailment
oversleeping,sleep,indirect,entailment
plucking,charge,indirect,entailment
tugrik,mongo,indirect,meronym
stampeding,rush,indirect,entailment
history,renaissance,indirect,meronym
pollex,thumbnail,indirect,meronym
grafted,move,indirect,entailment
fattens,feed,indirect,entailment
wigeon,ana,indirect,holonym
bullshot,vodka,indirect,meronym
solving,reason,indirect,entailment
worn,dress,indirect,entailment
turbojet,afterburner,indirect,meronym
driving,ride,indirect,entailment
california,eureka,indirect,meronym
or,medford,indirect,meronym
towboat,helm,indirect,meronym
calcium,fluorite,indirect,holonym
haddock,haddock,indirect,meronym
america,minnesota,indirect,meronym
ejaculate,sperm,indirect,meronym
potato,jacket,indirect,meronym
ethiopian,ethiopia,indirect,holonym
ouija,planchette,indirect,meronym
canoeing,paddle,indirect,entailment
gestation,midterm,indirect,meronym
crib,crib,indirect,meronym
cenozoic,quaternary,indirect,meronym
midwest,michigan,indirect,meronym
reclaim,save,indirect,entailment
computer,monitor,indirect,meronym
brandished,hold,indirect,entailment
clubhead,sole,indirect,meronym
brain,ventricle,indirect,meronym
taka,paisa,indirect,meronym
melon,melon,indirect,meronym
pelvis,hipbone,indirect,meronym
awakes,sleep,indirect,entailment
hovers,rise,indirect,entailment
baccy,nicotine,indirect,meronym
mym,kilometer,indirect,meronym
empyrean,nadir,indirect,meronym
gloss,rub,indirect,entailment
horseradish,horseradish,indirect,meronym
rhythm,phase,indirect,meronym
celluloid,camphor,indirect,meronym
al,bauxite,indirect,holonym
cathay,gobi,indirect,meronym
praseodymium,bastnasite,indirect,holonym
goethite,rust,indirect,holonym
categorises,compare,indirect,entailment
waterwheel,bucket,indirect,meronym
egg,shell,indirect,meronym
net,share,indirect,meronym
blood,serum,indirect,meronym
circumference,sextant,indirect,meronym
u.s.a.,yukon,indirect,meronym
catnip,nepeta,indirect,holonym
wining,try,indirect,entailment
forced,move,indirect,entailment
shallot,shallot,indirect,meronym
bluefish,bluefish,indirect,meronym
balata,balata,indirect,meronym
wv,fayetteville,indirect,meronym
roughened,abrade,indirect,entailment
apatite,thulium,indirect,meronym
board,knot,indirect,meronym
phytoplankton,plankton,indirect,holonym
challenge,stop,indirect,entailment
woodwind,thumbhole,indirect,meronym
marjoram,marjoram,indirect,meronym
quadruped,hindfoot,indirect,meronym
buffalo,buffalo,indirect,meronym
yisrael,acre,indirect,meronym
fiber,integrity,indirect,meronym
body,side,indirect,meronym
de,dover,indirect,meronym
cradle,rocker,indirect,meronym
ringgit,sen,indirect,meronym
checked,move,indirect,entailment
undercutting,discount,indirect,entailment
testicle,epididymis,indirect,meronym
hip,ilium,indirect,meronym
chopper,rotor,indirect,meronym
magnetite,emery,indirect,holonym
nitrogen,air,indirect,holonym
chihuahua,chihuahua,indirect,meronym
sib,family,indirect,holonym
described,classify,indirect,entailment
michigan,jackson,indirect,meronym
hazel,hazelnut,indirect,meronym
footwear,toe,indirect,meronym
whip,lash,indirect,meronym
south,virginia,indirect,meronym
cementite,pearlite,indirect,holonym
queue,wait,indirect,entailment
wa,snake,indirect,meronym
awakening,sleep,indirect,entailment
apportion,separate,indirect,entailment
bra,strap,indirect,meronym
zodiac,aries,indirect,meronym
orchestra,section,indirect,meronym
seaport,anchorage,indirect,meronym
coney,scut,indirect,meronym
whip,stock,indirect,meronym
homeless,homeless,indirect,holonym
us,maine,indirect,meronym
key,keyboard,indirect,holonym
tossed,mix,indirect,entailment
nutrient,food,indirect,meronym
colonial,colony,indirect,holonym
doorframe,doorjamb,indirect,meronym
levering,loosen,indirect,entailment
cu,bornite,indirect,holonym
pelting,throw,indirect,entailment
escudo,centavo,indirect,meronym
sword,point,indirect,meronym
sea,inlet,indirect,meronym
initialed,approve,indirect,entailment
belly,abdominal,indirect,meronym
finger,pad,indirect,meronym
ne,lincoln,indirect,meronym
tarsus,tarsal,indirect,meronym
racquet,face,indirect,meronym
growth,gastrulation,indirect,meronym
tomb,gravestone,indirect,meronym
base,main,indirect,meronym
phone,mouthpiece,indirect,meronym
had,conceive,indirect,entailment
sis,sand,indirect,holonym
quenched,consume,indirect,entailment
na,seawater,indirect,holonym
tating,knot,indirect,entailment
lacing,fasten,indirect,entailment
n,air,indirect,holonym
parenchyma,leaf,indirect,holonym
auto,accelerator,indirect,meronym
impales,pierce,indirect,entailment
distinguished,perceive,indirect,entailment
cetacean,pod,indirect,holonym
chiluba,congo,indirect,holonym
bone,matrix,indirect,meronym
dentes,hit,indirect,entailment
awaked,sleep,indirect,entailment
parachute,shroud,indirect,meronym
spatula,handle,indirect,meronym
aircraft,skeleton,indirect,meronym
range,massif,indirect,meronym
ship,spar,indirect,meronym
tanakh,prophet,indirect,meronym
class,lecture,indirect,meronym
iran,bam,indirect,meronym
history,antiquity,indirect,meronym
cortege,bodyguard,indirect,meronym
ut,green,indirect,meronym
sword,hilt,indirect,meronym
va,petersburg,indirect,meronym
body,serratus,indirect,meronym
basting,cook,indirect,entailment
england,yorkshire,indirect,meronym
abdomen,navel,indirect,meronym
apprehended,fear,indirect,entailment
pool,masse,indirect,meronym
endured,be,indirect,entailment
waffled,doubt,indirect,entailment
musculature,ligament,indirect,meronym
emery,hematite,indirect,meronym
railway,tie,indirect,meronym
explode,boo,indirect,entailment
mangling,mutilate,indirect,entailment
litchi,litchi,indirect,meronym
spurge,euphorbia,indirect,holonym
book,rule,indirect,meronym
taiwanese,taiwan,indirect,holonym
balloon,ripcord,indirect,meronym
queued,wait,indirect,entailment
mt,milk,indirect,meronym
america,west,indirect,meronym
proofread,read,indirect,entailment
u.s.a.,nebraska,indirect,meronym
story,anticlimax,indirect,meronym
crushing,win,indirect,entailment
wood,beam,indirect,holonym
manpower,shift,indirect,meronym
clear,evaluate,indirect,entailment
torso,back,indirect,meronym
trunk,back,indirect,meronym
ny,niagara,indirect,meronym
m,decimeter,indirect,meronym
robed,charge,indirect,entailment
exonerating,evaluate,indirect,entailment
asia,afghanistan,indirect,meronym
ak,st,indirect,meronym
mayan,tribe,indirect,holonym
chancel,choir,indirect,meronym
overhaul,repair,indirect,entailment
airs,argon,indirect,meronym
arm,wrist,indirect,meronym
america,sunbelt,indirect,meronym
ruble,kopek,indirect,meronym
pc,microprocessor,indirect,meronym
orchid,mentum,indirect,meronym
row,table,indirect,holonym
transferred,move,indirect,entailment
u.s.a.,florida,indirect,meronym
prize,cut,indirect,meronym
architecture,architectonics,indirect,meronym
quaffing,swallow,indirect,entailment
manitoba,churchill,indirect,meronym
meerschaum,meerschaum,indirect,meronym
clove,clove,indirect,meronym
macerated,drench,indirect,entailment
shell,win,indirect,entailment
egypt,cairo,indirect,meronym
maize,corncob,indirect,meronym
till,cultivate,indirect,entailment
having,perceive,indirect,entailment
corps,army,indirect,holonym
vodka,screwdriver,indirect,holonym
u.s.,kentucky,indirect,meronym
construction,plumbing,indirect,meronym
people,world,indirect,holonym
rosebush,rosa,indirect,holonym
nucleus,chromatin,indirect,meronym
screen,foreground,indirect,meronym
pumpkin,pumpkin,indirect,meronym
k,seawater,indirect,holonym
dealt,separate,indirect,entailment
pa,chester,indirect,meronym
leicester,leicester,indirect,meronym
sternum,gladiolus,indirect,meronym
dragged,smoke,indirect,entailment
rappelled,mountaineer,indirect,entailment
room,wall,indirect,meronym
chooses,compare,indirect,entailment
massachusetts,boston,indirect,meronym
feeding,chew,indirect,meronym
web,barb,indirect,meronym
newspaper,column,indirect,meronym
air,phrase,indirect,meronym
administers,give,indirect,entailment
apartment,kitchenette,indirect,meronym
cave,stalactite,indirect,meronym
education,lesson,indirect,meronym
wildcat,felis,indirect,holonym
clitoris,prepuce,indirect,meronym
strangles,compress,indirect,entailment
key,bit,indirect,meronym
zambia,victoria,indirect,meronym
texas,confederacy,indirect,holonym
dislike,disapprove,indirect,entailment
qatar,qatar,indirect,meronym
hat,crown,indirect,meronym
nebraska,omaha,indirect,meronym
france,cannes,indirect,meronym
raking,scrape,indirect,entailment
airs,airspace,indirect,meronym
hull,keel,indirect,meronym
edifice,annex,indirect,meronym
tree,stump,indirect,meronym
harp,pluck,indirect,entailment
duck,duck,indirect,meronym
contend,disagree,indirect,entailment
struggling,compete,indirect,entailment
dill,dill,indirect,meronym
fl,melbourne,indirect,meronym
getting,calculate,indirect,entailment
reached,travel,indirect,entailment
hobby,rocker,indirect,meronym
kr,air,indirect,holonym
rattlesnake,rattle,indirect,meronym
missouri,confederacy,indirect,holonym
settled,migrate,indirect,entailment
saucepan,handle,indirect,meronym
chapeau,hatband,indirect,meronym
crust,asthenosphere,indirect,meronym
losed,compete,indirect,entailment
u.s.a.,maine,indirect,meronym
tune,phrase,indirect,meronym
pluck,charge,indirect,entailment
fish,roe,indirect,meronym
undercut,discount,indirect,entailment
penalizes,estimate,indirect,entailment
georgia,confederacy,indirect,holonym
globe,atmosphere,indirect,meronym
transistor,emitter,indirect,meronym
basque,spain,indirect,holonym
missouri,columbia,indirect,meronym
neckband,facing,indirect,meronym
homer,bath,indirect,meronym
drawn,smoke,indirect,entailment
fungi,cap,indirect,meronym
meal,dish,indirect,meronym
racetrack,stretch,indirect,meronym
rack,spit,indirect,meronym
suckling,drink,indirect,entailment
communique,dateline,indirect,meronym
agar,agar,indirect,meronym
alabama,birmingham,indirect,meronym
nahuatl,tribe,indirect,holonym
burned,burn,indirect,entailment
punted,push,indirect,entailment
england,portsmouth,indirect,meronym
missing,repent,indirect,entailment
preferring,compare,indirect,entailment
lineup,cleanup,indirect,meronym
c,petroleum,indirect,holonym
autobus,fleet,indirect,holonym
colorado,pueblo,indirect,meronym
stamen,anther,indirect,meronym
struggle,compete,indirect,entailment
rippling,fold,indirect,entailment
mine,shaft,indirect,meronym
infrastructure,main,indirect,meronym
battery,terminal,indirect,meronym
submited,surrender,indirect,entailment
brethren,brotherhood,indirect,holonym
mideast,iran,indirect,meronym
defecting,protest,indirect,entailment
wassail,drink,indirect,entailment
walking,pace,indirect,meronym
soares,fly,indirect,entailment
dreamt,sleep,indirect,entailment
light,smoke,indirect,entailment
america,iowa,indirect,meronym
cycle,chain,indirect,meronym
silver,silver,indirect,meronym
agent,brokerage,indirect,holonym
himalaya,everest,indirect,meronym
song,lyric,indirect,meronym
tennessee,confederacy,indirect,holonym
sumach,sumac,indirect,meronym
style,stigma,indirect,meronym
pig,sus,indirect,holonym
magnesium,carnallite,indirect,holonym
italy,riviera,indirect,meronym
holded,procure,indirect,entailment
cask,bung,indirect,meronym
penalising,estimate,indirect,entailment
cycle,sprocket,indirect,meronym
coffee,coffee,indirect,holonym
octopus,octopus,indirect,meronym
senate,congress,indirect,holonym
corolla,petal,indirect,meronym
hockey,slapshot,indirect,meronym
haem,cytochrome,indirect,holonym
mediterranean,cyprus,indirect,meronym
route,shoulder,indirect,meronym
shore,shoreline,indirect,meronym
undercut,fell,indirect,entailment
screen,screen,indirect,meronym
foot,instep,indirect,meronym
mango,mango,indirect,meronym
melanin,skin,indirect,holonym
smoothing,rub,indirect,entailment
road,turnout,indirect,meronym
act,scene,indirect,meronym
os,bone,indirect,meronym
suffocate,cover,indirect,entailment
usa,louisiana,indirect,meronym
postpones,cancel,indirect,entailment
globe,hydrosphere,indirect,meronym
system,hierarchy,indirect,meronym
bisayan,philippine,indirect,holonym
scotland,galloway,indirect,meronym
kwacha,tambala,indirect,meronym
paw,ball,indirect,meronym
overhauling,repair,indirect,entailment
macerate,drench,indirect,entailment
asphyxia,hypoxia,indirect,meronym
leave,die,indirect,entailment
goal,goalpost,indirect,meronym
siam,ping,indirect,meronym
gulp,swallow,indirect,entailment
pout,resent,indirect,entailment
ontario,niagara,indirect,meronym
tennessee,memphis,indirect,meronym
ratify,endorse,indirect,entailment
h2o,snowflake,indirect,holonym
colombia,soledad,indirect,meronym
panamanian,panama,indirect,holonym
bharat,mumbai,indirect,meronym
ship,porthole,indirect,meronym
flick,scene,indirect,meronym
punt,penny,indirect,meronym
form,specie,indirect,holonym
florida,everglades,indirect,meronym
u.s.a.,minnesota,indirect,meronym
said,talk,indirect,entailment
racecourse,stretch,indirect,meronym
cos,denver,indirect,meronym
heat,boiler,indirect,meronym
ruffled,fold,indirect,entailment
france,midi,indirect,meronym
back,backfield,indirect,holonym
recite,talk,indirect,entailment
maturity,forty,indirect,meronym
mi,detroit,indirect,meronym
cervid,antler,indirect,meronym
lea,yard,indirect,meronym
france,paris,indirect,meronym
wb,maxwell,indirect,meronym
recognizes,perceive,indirect,entailment
copper,chalcopyrite,indirect,holonym
corresponding,write,indirect,entailment
lose,compete,indirect,entailment
pelvis,hip,indirect,meronym
publication,text,indirect,meronym
beast,face,indirect,meronym
series,installment,indirect,meronym
polenta,cornmeal,indirect,meronym
washington,vancouver,indirect,meronym
nov,thanksgiving,indirect,meronym
usa,florida,indirect,meronym
crewman,gang,indirect,holonym
wyoming,jackson,indirect,meronym
push,press,indirect,entailment
cast,film,indirect,entailment
harness,cinch,indirect,meronym
steel,blade,indirect,meronym
furnace,register,indirect,meronym
proofing,read,indirect,entailment
roasting,basting,indirect,meronym
europe,france,indirect,meronym
absinth,anise,indirect,meronym
yugoslavia,serbia,indirect,meronym
byte,bit,indirect,meronym
bridle,rein,indirect,meronym
regime,judiciary,indirect,meronym
egypt,nile,indirect,meronym
brine,evaporite,indirect,meronym
crewman,crew,indirect,holonym
touched,denote,indirect,entailment
flintlock,flintlock,indirect,meronym
recognises,perceive,indirect,entailment
caffeine,tea,indirect,holonym
lute,fingerboard,indirect,meronym
krona,ore,indirect,meronym
day,hour,indirect,meronym
dooming,convict,indirect,entailment
denebola,leo,indirect,holonym
class,phylum,indirect,holonym
subscribing,approve,indirect,entailment
weedkiller,arsenic,indirect,meronym
modernized,repair,indirect,entailment
airliner,galley,indirect,meronym
stomach,abdominal,indirect,meronym
riata,noose,indirect,meronym
illinois,rockford,indirect,meronym
jan,epiphany,indirect,meronym
ne,omaha,indirect,meronym
mastered,drill,indirect,entailment
cabbage,cabbage,indirect,meronym
nut,epididymis,indirect,meronym
transit,airfield,indirect,meronym
pleb,folk,indirect,holonym
fusing,heat,indirect,entailment
glasswork,glass,indirect,meronym
dirham,fils,indirect,meronym
movie,subtitle,indirect,meronym
ce,monazite,indirect,holonym
ontario,ottawa,indirect,meronym
sideboard,shelf,indirect,meronym
gumbo,gumbo,indirect,meronym
whitefish,whitefish,indirect,meronym
challenged,question,indirect,entailment
melanin,feather,indirect,holonym
europe,hungary,indirect,meronym
singaporean,singapore,indirect,holonym
dorsum,small,indirect,meronym
building,room,indirect,meronym
material,edging,indirect,meronym
worshiper,denomination,indirect,holonym
healed,treat,indirect,entailment
frg,halle,indirect,meronym
debars,punish,indirect,entailment
cancelled,schedule,indirect,entailment
trunk,shoulder,indirect,meronym
typewriter,keyboard,indirect,meronym
poon,poon,indirect,meronym
virginia,petersburg,indirect,meronym
divinity,pantheon,indirect,holonym
mississippi,greenville,indirect,meronym
gingerol,ginger,indirect,holonym
highness,royalty,indirect,holonym
zooplankton,plankton,indirect,holonym
timekeeper,dial,indirect,meronym
fl,key,indirect,meronym
waterweed,elodea,indirect,holonym
radar,waveguide,indirect,meronym
nm,gallup,indirect,meronym
europe,italy,indirect,meronym
florida,sarasota,indirect,meronym
sunni,islam,indirect,holonym
pa,pittsburgh,indirect,meronym
massaging,rub,indirect,entailment
chalcocite,copper,indirect,meronym
mesozoic,jurassic,indirect,meronym
east,northeast,indirect,meronym
digested,consume,indirect,entailment
calyx,sepal,indirect,meronym
garment,band,indirect,meronym
katar,qatar,indirect,meronym
bade,dicker,indirect,entailment
cos,sherman,indirect,meronym
cranium,fontanelle,indirect,meronym
gear,tooth,indirect,meronym
submitting,surrender,indirect,entailment
knit,sew,indirect,entailment
togolese,togo,indirect,holonym
reveles,use,indirect,entailment
dwelling,bedroom,indirect,meronym
sweat,water,indirect,meronym
bridge,trestle,indirect,meronym
dresser,drawer,indirect,meronym
nasturtium,nasturtium,indirect,meronym
coal,carbon,indirect,meronym
beechwood,beech,indirect,holonym
ship,stern,indirect,meronym
quaff,swallow,indirect,entailment
filling,fabric,indirect,holonym
effaced,rub,indirect,entailment
backhoe,scoop,indirect,meronym
smoking,exhale,indirect,entailment
mint,mentha,indirect,holonym
marketing,distribution,indirect,meronym
chewa,zambia,indirect,holonym
california,sacramento,indirect,meronym
wheel,rim,indirect,meronym
midwest,nebraska,indirect,meronym
london,westminster,indirect,meronym
libyan,libya,indirect,holonym
briefcase,handle,indirect,meronym
lac,shellac,indirect,holonym
alaska,anchorage,indirect,meronym
gestation,quickening,indirect,meronym
u.s.,washington,indirect,meronym
u.s.a.,west,indirect,meronym
indochina,lao,indirect,meronym
ginger,ginger,indirect,meronym
cs,petroleum,indirect,holonym
bike,pedal,indirect,meronym
vietnamese,vietnam,indirect,holonym
jalapeno,chili,indirect,meronym
usa,hawaii,indirect,meronym
striking,smooth,indirect,entailment
bharat,punjab,indirect,meronym
arcminute,second,indirect,meronym
deutschmark,pfennig,indirect,meronym
trumpeting,blow,indirect,entailment
zaire,congo,indirect,meronym
seaport,dock,indirect,meronym
vessel,rudder,indirect,meronym
worked,reason,indirect,entailment
haved,perceive,indirect,entailment
seawater,sodium,indirect,meronym
chromosome,chromatin,indirect,meronym
fl,tampa,indirect,meronym
window,casing,indirect,meronym
occident,europe,indirect,meronym
smelt,heat,indirect,entailment
partridge,covey,indirect,holonym
glassware,glass,indirect,meronym
blower,pod,indirect,holonym
asparagus,asparagus,indirect,meronym
limb,stump,indirect,meronym
room,floor,indirect,meronym
karakoram,k2,indirect,meronym
italia,alp,indirect,meronym
barberry,berberis,indirect,holonym
crust,dry,indirect,entailment
lid,lock,indirect,meronym
bannister,railing,indirect,meronym
face,eye,indirect,meronym
road,pavement,indirect,meronym
wined,compete,indirect,entailment
finger,touch,indirect,entailment
enjoys,use,indirect,entailment
prying,loosen,indirect,entailment
stem,receptacle,indirect,meronym
bicycle,mudguard,indirect,meronym
tile,clay,indirect,meronym
drinking,drink,indirect,entailment
flanker,detachment,indirect,holonym
texas,midland,indirect,meronym
iraq,baghdad,indirect,meronym
europe,germany,indirect,meronym
cot,leg,indirect,meronym
needle,point,indirect,meronym
meshing,backbone,indirect,meronym
raveling,lint,indirect,holonym
yisrael,jerusalem,indirect,meronym
lamp,base,indirect,meronym
tower,helm,indirect,meronym
ins,mil,indirect,meronym
cecum,appendix,indirect,meronym
sell,give,indirect,entailment
primate,primate,indirect,holonym
stop,implosion,indirect,meronym
la,lafayette,indirect,meronym
onrush,assault,indirect,meronym
cannibalize,disassemble,indirect,entailment
drive,ride,indirect,entailment
settle,migrate,indirect,entailment
narration,conclusion,indirect,meronym
sm,bastnasite,indirect,holonym
macerating,drench,indirect,entailment
sand,silicon,indirect,meronym
character,integrity,indirect,meronym
midwest,missouri,indirect,meronym
victoria,hanover,indirect,holonym
u.s.,nebraska,indirect,meronym
sapwood,tree,indirect,holonym
brooding,resent,indirect,entailment
chuck,shoulder,indirect,meronym
centimeter,millimeter,indirect,meronym
ship,topside,indirect,meronym
dredge,scoop,indirect,meronym
curtain,eyelet,indirect,meronym
america,montana,indirect,meronym
unravelled,separate,indirect,entailment
froze,solidify,indirect,entailment
organism,tissue,indirect,meronym
hearth,hearthstone,indirect,meronym
pitting,incise,indirect,entailment
buffet,drawer,indirect,meronym
bolt,shank,indirect,meronym
indigestion,stomachache,indirect,meronym
mount,mountainside,indirect,meronym
svizzera,basel,indirect,meronym
eurasia,russia,indirect,meronym
molecule,group,indirect,meronym
grey,tudor,indirect,holonym
mackintosh,mackintosh,indirect,meronym
oh,cincinnati,indirect,meronym
impale,pierce,indirect,entailment
strike,smooth,indirect,entailment
overshooting,aim,indirect,entailment
metabolism,catabolism,indirect,meronym
u.s.,florida,indirect,meronym
satinwood,satinwood,indirect,meronym
computer,diskette,indirect,meronym
drove,ride,indirect,entailment
pes,toe,indirect,meronym
store,register,indirect,meronym
speech,lexis,indirect,meronym
peaking,rise,indirect,entailment
camera,mosaic,indirect,meronym
donkey,equus,indirect,holonym
edifice,elevator,indirect,meronym
skin,whitehead,indirect,meronym
hairstyle,rat,indirect,meronym
auto,fender,indirect,meronym
poem,stanza,indirect,meronym
framework,brace,indirect,meronym
rubbing,touch,indirect,entailment
connecting,join,indirect,entailment
hallway,floor,indirect,meronym
allayed,consume,indirect,entailment
tesla,gauss,indirect,meronym
ghana,tamale,indirect,meronym
subgenus,genus,indirect,holonym
liturgy,communion,indirect,meronym
discovering,perceive,indirect,entailment
class,lesson,indirect,meronym
puffball,scleroderma,indirect,holonym
colza,rapeseed,indirect,meronym
casted,perform,indirect,entailment
ate,chew,indirect,entailment
outlast,be,indirect,entailment
seed,sperm,indirect,meronym
homo,mane,indirect,meronym
globe,sky,indirect,meronym
cerium,bastnasite,indirect,holonym
criticizes,evaluate,indirect,entailment
florida,miami,indirect,meronym
applaudes,approve,indirect,entailment
etches,corrode,indirect,entailment
min,second,indirect,meronym
separating,compare,indirect,entailment
isothiocyanate,onion,indirect,holonym
turnes,dig,indirect,entailment
awaken,sleep,indirect,entailment
chute,harness,indirect,meronym
hunch,bend,indirect,entailment
monkfish,monkfish,indirect,meronym
huffing,drug,indirect,entailment
belt,belting,indirect,meronym
taxicab,fleet,indirect,holonym
lily,lilium,indirect,holonym
dissatisfied,disappoint,indirect,entailment
thighbone,trochanter,indirect,meronym
engine,gearing,indirect,meronym
lentil,lentil,indirect,meronym
torso,buttock,indirect,meronym
commencement,baccalaureate,indirect,meronym
instruction,homework,indirect,meronym
absinthe,anise,indirect,meronym
acquits,evaluate,indirect,entailment
cow,poll,indirect,meronym
trial,defense,indirect,meronym
beaten,tread,indirect,entailment
connect,join,indirect,entailment
coif,lock,indirect,meronym
airstrip,runway,indirect,meronym
norwegian,norway,indirect,holonym
cheese,curd,indirect,meronym
trumpeted,blow,indirect,entailment
ti,rutile,indirect,holonym
gainsay,question,indirect,entailment
u.s.,maine,indirect,meronym
testament,codicil,indirect,meronym
work,reason,indirect,entailment
ally,alliance,indirect,holonym
antimatter,antiparticle,indirect,meronym
foal,horse,indirect,holonym
georgia,atlanta,indirect,meronym
narration,body,indirect,meronym
dorsum,saddle,indirect,meronym
germany,berlin,indirect,meronym
naturalizing,immigrate,indirect,entailment
jumped,descend,indirect,entailment
snapper,snapper,indirect,meronym
staging,scaffold,indirect,meronym
charcoal,trace,indirect,entailment
coach,roof,indirect,meronym
handset,handle,indirect,meronym
shoe,toecap,indirect,meronym
bird,bird,indirect,meronym
fl,everglades,indirect,meronym
bone,socket,indirect,meronym
gigabit,megabit,indirect,meronym
spud,jacket,indirect,meronym
fluorine,fluorapatite,indirect,holonym
tv,kinescope,indirect,meronym
duette,secondo,indirect,meronym
texas,dallas,indirect,meronym
chute,shroud,indirect,meronym
cutlery,handle,indirect,meronym
peruvian,peru,indirect,holonym
ship,deck,indirect,meronym
honeybee,apis,indirect,holonym
mark,perceive,indirect,entailment
dory,thwart,indirect,meronym
ni,pentlandite,indirect,holonym
rna,ribose,indirect,meronym
got,perceive,indirect,entailment
picture,credit,indirect,meronym
arizona,prescott,indirect,meronym
flourish,hold,indirect,entailment
navigation,steering,indirect,meronym
topping,compete,indirect,entailment
mideast,kuwait,indirect,meronym
feather,keratin,indirect,meronym
duo,primo,indirect,meronym
pakistan,kashmir,indirect,meronym
south,carolina,indirect,meronym
cypriote,cyprus,indirect,holonym
feather,vane,indirect,meronym
addicting,use,indirect,entailment
plumping,feed,indirect,entailment
farming,harvest,indirect,meronym
sweden,stockholm,indirect,meronym
pr,monazite,indirect,holonym
anatolia,lydia,indirect,meronym
cleave,cut,indirect,entailment
rape,brassica,indirect,holonym
modicon,norethindrone,indirect,meronym
schoolhouse,classroom,indirect,meronym
u.s.,michigan,indirect,meronym
exculpate,evaluate,indirect,entailment
cutis,freckle,indirect,meronym
clapping,approve,indirect,entailment
television,kinescope,indirect,meronym
edifice,stairway,indirect,meronym
cleaved,attach,indirect,entailment
rockrose,cistus,indirect,holonym
pening,spell,indirect,entailment
carnallite,magnesium,indirect,meronym
coitus,insemination,indirect,meronym
veil,cover,indirect,entailment
canaan,jordan,indirect,meronym
strangle,compress,indirect,entailment
mail,letter,indirect,meronym
email,mail,indirect,entailment
angiosperm,flower,indirect,meronym
prefers,compare,indirect,entailment
contends,compete,indirect,entailment
u.s.a.,hawaii,indirect,meronym
oh,athens,indirect,meronym
cwt,quarter,indirect,meronym
remitting,cancel,indirect,entailment
magyar,hungary,indirect,holonym
chemise,strap,indirect,meronym
ostracized,avoid,indirect,entailment
compromising,agree,indirect,entailment
pitchblende,uranium,indirect,meronym
optic,conjunctiva,indirect,meronym
maroc,fez,indirect,meronym
clay,tile,indirect,holonym
criticising,evaluate,indirect,entailment
can,toilet,indirect,meronym
nekton,aggregate,indirect,holonym
ship,funnel,indirect,meronym
america,south,indirect,meronym
danmark,zealand,indirect,meronym
amputated,cut,indirect,entailment
tube,anode,indirect,meronym
tug,helm,indirect,meronym
edifice,shaft,indirect,meronym
corn,cornstalk,indirect,meronym
selector,wiper,indirect,meronym
sycamore,sycamore,indirect,meronym
pound,mil,indirect,meronym
distinguish,compare,indirect,entailment
oregon,salem,indirect,meronym
threshold,door,indirect,meronym
ovary,placenta,indirect,meronym
krone,ore,indirect,meronym
america,illinois,indirect,meronym
sheep,trotter,indirect,meronym
brace,mate,indirect,meronym
india,agra,indirect,meronym
norse,norway,indirect,holonym
il,champaign,indirect,meronym
condemns,evaluate,indirect,entailment
usa,minnesota,indirect,meronym
morse,dot,indirect,meronym
ma,cambridge,indirect,meronym
exculpates,evaluate,indirect,entailment
mb,kilobit,indirect,meronym
plastination,hardening,indirect,meronym
society,sector,indirect,meronym
entablature,architrave,indirect,meronym
write,spell,indirect,entailment
helicopter,rotor,indirect,meronym
endoskeleton,joint,indirect,meronym
air,ionosphere,indirect,meronym
wall,wainscot,indirect,meronym
anise,anisette,indirect,holonym
us,nebraska,indirect,meronym
master,understand,indirect,entailment
enjoy,like,indirect,entailment
screen,screening,indirect,meronym
meiosis,anaphase,indirect,meronym
groomsman,wedding,indirect,holonym
illinois,champaign,indirect,meronym
trunk,side,indirect,meronym
done,work,indirect,entailment
ship,log,indirect,meronym
presented,gesticulate,indirect,entailment
thigh,hip,indirect,meronym
encountering,compete,indirect,entailment
watt,milliwatt,indirect,meronym
iran,shiraz,indirect,meronym
haven,landing,indirect,meronym
study,read,indirect,entailment
seaplane,glide,indirect,entailment
hook,charge,indirect,entailment
trunk,abdomen,indirect,meronym
god,pantheon,indirect,holonym
unbolt,undo,indirect,entailment
pistachio,pistachio,indirect,meronym
beared,move,indirect,entailment
midwest,rustbelt,indirect,meronym
andromeda,pieris,indirect,holonym
hickory,hickory,indirect,meronym
h2o,oxygen,indirect,meronym
squealer,sus,indirect,holonym
england,blackpool,indirect,meronym
atlas,gazetteer,indirect,meronym
embroidering,sew,indirect,entailment
kohlrabi,kohlrabi,indirect,meronym
spinel,magnesium,indirect,meronym
ouzo,anise,indirect,meronym
devilfish,octopus,indirect,meronym
pushcart,handle,indirect,meronym
scheme,hierarchy,indirect,meronym
midwest,iowa,indirect,meronym
pas,harrisburg,indirect,meronym
operation,incision,indirect,meronym
mug,handle,indirect,meronym
